   Count  Suspect
      12        0   {0.-}
      12        0   {Vor}
      12        0   {gen}
      12        0   {tie}
      11        0   {<\n>19}
      11        0   {%<\n>1}
      10        0   { St}
      10        0   {0 %}
      10        0   {2 9}
      10        0   {20 }
      10        0   {Akt}
      10        0   {auf}
      10        0   {ch }
      10        0   {den}
      10        0   {e, }
      10        0   {ell}
      10        0   {er<\n>}
      10        0   {ert}
      10        0   {ie }
      10        0   {nd }
      10        0   {r (}
      10        0   {r. }
      10        0   {sel}
      10        0   {und}
       8        0   {<\n>St}
       8        0   { (W}
       8        0   { 4 }
       8        0   { 92}
       8        0   { au}
       8        0   { un}
       8        0   {).<\n>}
       8        0   {.<\n>G}
       8        0   {.19}
       8        0   {0 0}
       8        0   {920}
       8        0   {954}
       8        0   {955}
       8        0   {Ges}
       8        0   {M 2}
       8        0   {ahr}
       8        0   {api}
       8        0   {esc}
       8        0   {fts}
       8        0   {ich}
       8        0   {ita}
       8        0   {nge}
       8        0   {ors}
       8        0   {pit}
       8        0   {rei}
       8        0   {rtr}
       8        0   {run}
       8        0   {sse}
       8        0   {tal}
       8        0   {tel}
       8        0   {uf }
       8        0   {ver}
       7        0   {<\n>" }
       7        0   {" 1}
       7        0   {%<\n>"}
       6        0   {<\n>(W}
       6        0   {<\n>Au}
       6        0   {<\n>Fr}
       6        0   {<\n>Ge}
       6        0   {<\n>Gr}
       6        0   {<\n>Vo}
       6        0   { - }
       6        0   { 14}
       6        0   { 3 }
       6        0   { 5 }
       6        0   { 50}
       6        0   { Dü}
       6        0   { Vo}
       6        0   { er}
       6        0   {-V.}
       6        0   {.<\n>A}
       6        0   {. -}
       6        0   {. 1}
       6        0   {.),}
       6        0   {.).}
       6        0   {.-<\n>}
       6        0   {.-V}
       6        0   {.;<\n>}
       6        0   {194}
       6        0   {2 8}
       6        0   {Aus}
       6        0   {Düs}
       6        0   {H.-}
       6        0   {M 1}
       6        0   {Mar}
       6        0   {Nr.}
       6        0   {akt}
       6        0   {ann}
       6        0   {ber}
       6        0   {cht}
       6        0   {chä}
       6        0   {dor}
       6        0   {ein}
       6        0   {eit}
       6        0   {en:}
       6        0   {er;}
       6        0   {erm}
       6        0   {ern}
       6        0   {ese}
       6        0   {häf}
       6        0   {ige}
       6        0   {jah}
       6        0   {kap}
       6        0   {man}
       6        0   {n, }
       6        0   {nn,}
       6        0   {nte}
       6        0   {olt}
       6        0   {orf}
       6        0   {r<\n>(}
       6        0   {r.<\n>}
       6        0   {r;<\n>}
       6        0   {rch}
       6        0   {rec}
       6        0   {rs.}
       6        0   {s.;}
       6        0   {t. }
       6        0   {t:<\n>}
       6        0   {tim}
       6        0   {tra}
       6        0   {urc}
       6        0   {äft}
       6        0   {üss}
       5        0   { 10}
       5        0   { 60}
       5        0   { je}
       5        0   {60 }
       5        0   {e D}
       5        0   {in }
       5        0   {je }
       4        0   {<\n>(N}
       4        0   {<\n>(d}
       4        0   {<\n>Ar}
       4        0   {<\n>Dr}
       4        0   {<\n>Ka}
       4        0   {<\n>Um}
       4        0   { 02}
       4        0   { 15}
       4        0   { 36}
       4        0   { 6 }
       4        0   { 70}
       4        0   { 73}
       4        0   { 87}
       4        0   { 89}
       4        0   { Bi}
       4        0   { H.}
       4        0   { Ho}
       4        0   { Ma}
       4        0   { al}
       4        0   { de}
       4        0   { si}
       4        0   { zu}
       4        0   {(Nr}
       4        0   {(da}
       4        0   {), }
       4        0   {);<\n>}
       4        0   {, D}
       4        0   {-<\n>(}
       4        0   {-<\n>d}
       4        0   {- u}
       4        0   {-.<\n>}
       4        0   {-Ak}
       4        0   {.<\n>D}
       4        0   {.<\n>S}
       4        0   {. z}
       4        0   {.);}
       4        0   {.-.}
       4        0   {.12}
       4        0   {.d.}
       4        0   {0 S}
       4        0   {0)<\n>}
       4        0   {03 }
       4        0   {1 -}
       4        0   {1 0}
       4        0   {1.1}
       4        0   {100}
       4        0   {12.}
       4        0   {147}
       4        0   {150}
       4        0   {2 2}
       4        0   {2 5}
       4        0   {2.1}
       4        0   {3 1}
       4        0   {3 6}
       4        0   {31.}
       4        0   {4 3}
       4        0   {47 }
       4        0   {49 }
       4        0   {50 }
       4        0   {500}
       4        0   {54 }
       4        0   {55 }
       4        0   {7 %}
       4        0   {70 }
       4        0   {870}
       4        0   {948}
       4        0   {951}
       4        0   {:<\n>D}
       4        0   {: D}
       4        0   {;<\n>A}
       4        0   {;<\n>F}
       4        0   {Div}
       4        0   {Dr.}
       4        0   {Fra}
       4        0   {Gew}
       4        0   {Hol}
       4        0   {St.}
       4        0   {Sta}
       4        0   {Sti}
       4        0   {ach}
       4        0   {aft}
       4        0   {ag }
       4        0   {age}
       4        0   {al }
       4        0   {alk}
       4        0   {amm}
       4        0   {ank}
       4        0   {as }
       4        0   {au }
       4        0   {cha}
       4        0   {che}
       4        0   {chn}
       4        0   {d H}
       4        0   {der}
       4        0   {die}
       4        0   {dka}
       4        0   {dur}
       4        0   {e A}
       4        0   {e e}
       4        0   {e.<\n>}
       4        0   {e:<\n>}
       4        0   {ech}
       4        0   {efe}
       4        0   {eie}
       4        0   {eld}
       4        0   {en<\n>}
       4        0   {end}
       4        0   {enk}
       4        0   {enn}
       4        0   {erb}
       4        0   {erd}
       4        0   {ere}
       4        0   {ers}
       4        0   {eru}
       4        0   {erz}
       4        0   {eve}
       4        0   {ewi}
       4        0   {f D}
       4        0   {f, }
       4        0   {fer}
       4        0   {fre}
       4        0   {g 7}
       4        0   {h H}
       4        0   {h a}
       4        0   {haf}
       4        0   {he }
       4        0   {hol}
       4        0   {hre}
       4        0   {ief}
       4        0   {imm}
       4        0   {ine}
       4        0   {inn}
       4        0   {itt}
       4        0   {ke }
       4        0   {koh}
       4        0   {kt.}
       4        0   {l-<\n>}
       4        0   {lag}
       4        0   {ldo}
       4        0   {len}
       4        0   {lic}
       4        0   {lie}
       4        0   {lko}
       4        0   {lle}
       4        0   {lls}
       4        0   {lsc}
       4        0   {lte}
       4        0   {ltm}
       4        0   {lun}
       4        0   {mak}
       4        0   {mer}
       4        0   {mma}
       4        0   {mme}
       4        0   {mtl}
       4        0   {mög}
       4        0   {n 4}
       4        0   {n A}
       4        0   {n B}
       4        0   {n G}
       4        0   {n:<\n>}
       4        0   {nde}
       4        0   {ner}
       4        0   {ng }
       4        0   {ng:}
       4        0   {nke}
       4        0   {nun}
       4        0   {oho}
       4        0   {r 1}
       4        0   {r:<\n>}
       4        0   {rag}
       4        0   {rau}
       4        0   {rde}
       4        0   {rf }
       4        0   {rmö}
       4        0   {rse}
       4        0   {rst}
       4        0   {rän}
       4        0   {s d}
       4        0   {sic}
       4        0   {sja}
       4        0   {tam}
       4        0   {te }
       4        0   {tli}
       4        0   {tma}
       4        0   {tre}
       4        0   {trä}
       4        0   {tsj}
       4        0   {urs}
       4        0   {us }
       4        0   {wer}
       4        0   {win}
       4        0   {z: }
       4        0   {änk}
       4        0   {öge}
       3        0   { % }
       3        0   { Ak}
       3        0   {.Ak}
       3        0   {00 }
       3        0   {52 }
       3        0   {d.A}
       3        0   {n 1}
       3        0   {u j}
       3        0   {zu }
       2        0   {<\n>(i}
       2        0   {<\n>+)}
       2        0   {<\n>15}
       2        0   {<\n>2 }
       2        0   {<\n>31}
       2        0   {<\n>50}
       2        0   {<\n>Ab}
       2        0   {<\n>Ak}
       2        0   {<\n>Al}
       2        0   {<\n>An}
       2        0   {<\n>At}
       2        0   {<\n>Ba}
       2        0   {<\n>Bö}
       2        0   {<\n>Co}
       2        0   {<\n>Da}
       2        0   {<\n>Di}
       2        0   {<\n>Du}
       2        0   {<\n>Ei}
       2        0   {<\n>Es}
       2        0   {<\n>Fa}
       2        0   {<\n>Fe}
       2        0   {<\n>Ja}
       2        0   {<\n>Je}
       2        0   {<\n>Li}
       2        0   {<\n>Lö}
       2        0   {<\n>Ma}
       2        0   {<\n>Or}
       2        0   {<\n>Sä}
       2        0   {<\n>Tä}
       2        0   {<\n>Un}
       2        0   {<\n>Wi}
       2        0   {<\n>Za}
       2        0   {<\n>Zu}
       2        0   {<\n>au}
       2        0   {<\n>di}
       2        0   {<\n>do}
       2        0   {<\n>du}
       2        0   {<\n>fr}
       2        0   {<\n>re}
       2        0   {<\n>tr}
       2        0   {<\n>ul}
       2        0   {<\n>üb}
       2        0   { (2}
       2        0   { (D}
       2        0   { (M}
       2        0   { (a}
       2        0   { -<\n>}
       2        0   { -A}
       2        0   { -B}
       2        0   { 05}
       2        0   { 1)}
       2        0   { 17}
       2        0   { 1:}
       2        0   { 20}
       2        0   { 28}
       2        0   { 31}
       2        0   { 34}
       2        0   { 38}
       2        0   { 44}
       2        0   { 47}
       2        0   { 52}
       2        0   { 54}
       2        0   { 58}
       2        0   { 64}
       2        0   { 65}
       2        0   { 75}
       2        0   { 77}
       2        0   { 78}
       2        0   { 8 }
       2        0   { 81}
       2        0   { 9 }
       2        0   { 94}
       2        0   { 97}
       2        0   { = }
       2        0   { A.}
       2        0   { AG}
       2        0   { Au}
       2        0   { Bö}
       2        0   { Di}
       2        0   { Ei}
       2        0   { Go}
       2        0   { Gr}
       2        0   { Ha}
       2        0   { I,}
       2        0   { Kl}
       2        0   { Ku}
       2        0   { Le}
       2        0   { Re}
       2        0   { Rh}
       2        0   { Ve}
       2        0   { We}
       2        0   { Wo}
       2        0   { bi}
       2        0   { d.}
       2        0   { di}
       2        0   { ei}
       2        0   { fü}
       2        0   { i.}
       2        0   { li}
       2        0   { na}
       2        0   { ob}
       2        0   { st}
       2        0   { um}
       2        0   { vo}
       2        0   { we}
       2        0   {% (}
       2        0   {(21}
       2        0   {(Di}
       2        0   {(Me}
       2        0   {(am}
       2        0   {(in}
       2        0   {)<\n>5}
       2        0   {)<\n>A}
       2        0   {)<\n>S}
       2        0   {)<\n>Z}
       2        0   {) 1}
       2        0   {) 2}
       2        0   {) K}
       2        0   {) M}
       2        0   {),<\n>}
       2        0   {+) }
       2        0   {,<\n>V}
       2        0   {,<\n>d}
       2        0   {, E}
       2        0   {, G}
       2        0   {, V}
       2        0   {, a}
       2        0   {, s}
       2        0   {-<\n>a}
       2        0   {-<\n>f}
       2        0   {-<\n>r}
       2        0   {-<\n>t}
       2        0   {- 2}
       2        0   {- 5}
       2        0   {- 7}
       2        0   {- =}
       2        0   {-Ba}
       2        0   {-Be}
       2        0   {-K.}
       2        0   {-Li}
       2        0   {-Ne}
       2        0   {.<\n>B}
       2        0   {.<\n>F}
       2        0   {.<\n>O}
       2        0   {.<\n>T}
       2        0   {.<\n>U}
       2        0   {.<\n>V}
       2        0   {.<\n>Z}
       2        0   {. 5}
       2        0   {. D}
       2        0   {. G}
       2        0   {. V}
       2        0   {. W}
       2        0   {.) }
       2        0   {.- }
       2        0   {.-A}
       2        0   {.-K}
       2        0   {.14}
       2        0   {.8.}
       2        0   {.9.}
       2        0   {.:<\n>}
       2        0   {.H.}
       2        0   {.Nr}
       2        0   {.Ok}
       2        0   {.Sc}
       2        0   {.ju}
       2        0   {.v.}
       2        0   {/49}
       2        0   {/II}
       2        0   {0<\n>(}
       2        0   {0<\n>A}
       2        0   {0<\n>F}
       2        0   {0<\n>L}
       2        0   {0 2}
       2        0   {0 3}
       2        0   {0 6}
       2        0   {0.<\n>}
       2        0   {0. }
       2        0   {00)}
       2        0   {001}
       2        0   {01 }
       2        0   {02 }
       2        0   {020}
       2        0   {023}
       2        0   {051}
       2        0   {07 }
       2        0   {1<\n>G}
       2        0   {1 3}
       2        0   {1 5}
       2        0   {1 7}
       2        0   {1 S}
       2        0   {1 a}
       2        0   {1)<\n>}
       2        0   {1.<\n>}
       2        0   {10<\n>}
       2        0   {107}
       2        0   {127}
       2        0   {14.}
       2        0   {144}
       2        0   {15.}
       2        0   {17.}
       2        0   {192}
       2        0   {1:1}
       2        0   {1a)}
       2        0   {2 0}
       2        0   {2 4}
       2        0   {2 7}
       2        0   {20<\n>}
       2        0   {21a}
       2        0   {23<\n>}
       2        0   {27 }
       2        0   {28 }
       2        0   {28.}
       2        0   {3<\n>A}
       2        0   {3<\n>J}
       2        0   {3 0}
       2        0   {3 3}
       2        0   {3 5}
       2        0   {3 8}
       2        0   {343}
       2        0   {367}
       2        0   {368}
       2        0   {37<\n>}
       2        0   {388}
       2        0   {4<\n>A}
       2        0   {4<\n>K}
       2        0   {4 %}
       2        0   {4 1}
       2        0   {4 7}
       2        0   {4 8}
       2        0   {4.9}
       2        0   {40<\n>}
       2        0   {40 }
       2        0   {42 }
       2        0   {43<\n>}
       2        0   {44<\n>}
       2        0   {440}
       2        0   {45 }
       2        0   {479}
       2        0   {48 }
       2        0   {48/}
       2        0   {4: }
       2        0   {5<\n>(}
       2        0   {5<\n>B}
       2        0   {5 %}
       2        0   {5 -}
       2        0   {5 0}
       2        0   {5 1}
       2        0   {5 2}
       2        0   {5 3}
       2        0   {5 5}
       2        0   {5 e}
       2        0   {5.O}
       2        0   {50<\n>}
       2        0   {502}
       2        0   {503}
       2        0   {51<\n>}
       2        0   {51 }
       2        0   {51.}
       2        0   {53 }
       2        0   {54<\n>}
       2        0   {545}
       2        0   {54:}
       2        0   {55<\n>}
       2        0   {55:}
       2        0   {56 }
       2        0   {586}
       2        0   {5: }
       2        0   {6 1}
       2        0   {6 5}
       2        0   {6 9}
       2        0   {642}
       2        0   {65 }
       2        0   {67<\n>}
       2        0   {68 }
       2        0   {690}
       2        0   {7<\n>E}
       2        0   {7<\n>U}
       2        0   {7 7}
       2        0   {7 9}
       2        0   {7.<\n>}
       2        0   {7.8}
       2        0   {70)}
       2        0   {703}
       2        0   {73 }
       2        0   {737}
       2        0   {75 }
       2        0   {77.}
       2        0   {78<\n>}
       2        0   {785}
       2        0   {79<\n>}
       2        0   {8<\n>(}
       2        0   {8 0}
       2        0   {8 2}
       2        0   {8 4}
       2        0   {8 6}
       2        0   {8 7}
       2        0   {8.<\n>}
       2        0   {8.1}
       2        0   {8/I}
       2        0   {810}
       2        0   {85<\n>}
       2        0   {869}
       2        0   {88 }
       2        0   {89.}
       2        0   {893}
       2        0   {9<\n>S}
       2        0   {9 4}
       2        0   {9 6}
       2        0   {9 b}
       2        0   {9.<\n>}
       2        0   {9.1}
       2        0   {900}
       2        0   {928}
       2        0   {93 }
       2        0   {940}
       2        0   {949}
       2        0   {950}
       2        0   {952}
       2        0   {953}
       2        0   {956}
       2        0   {978}
       2        0   {:<\n>1}
       2        0   {:<\n>2}
       2        0   {:<\n>A}
       2        0   {:<\n>E}
       2        0   {:<\n>F}
       2        0   {:<\n>G}
       2        0   {:<\n>J}
       2        0   {:<\n>M}
       2        0   {:<\n>U}
       2        0   {:<\n>u}
       2        0   {: (}
       2        0   {: 1}
       2        0   {: 2}
       2        0   {: 4}
       2        0   {: 5}
       2        0   {: j}
       2        0   {:1 }
       2        0   {:Ka}
       2        0   {;<\n>C}
       2        0   {;<\n>D}
       2        0   {;<\n>K}
       2        0   {;<\n>W}
       2        0   {= 1}
       2        0   {A.-}
       2        0   {AG,}
       2        0   {Abs}
       2        0   {Ak.}
       2        0   {Alb}
       2        0   {Anl}
       2        0   {Arb}
       2        0   {Arn}
       2        0   {Atl}
       2        0   {Auf}
       2        0   {Ban}
       2        0   {Bar}
       2        0   {Bes}
       2        0   {Bie}
       2        0   {Bil}
       2        0   {Böh}
       2        0   {Bör}
       2        0   {Com}
       2        0   {DM)}
       2        0   {DM-}
       2        0   {Das}
       2        0   {Die}
       2        0   {Dur}
       2        0   {Eig}
       2        0   {Eis}
       2        0   {Es }
       2        0   {Fam}
       2        0   {Fer}
       2        0   {Fre}
       2        0   {G, }
       2        0   {Ge-}
       2        0   {Geh}
       2        0   {Ger}
       2        0   {Get}
       2        0   {Got}
       2        0   {Gre}
       2        0   {Gro}
       2        0   {Gru}
       2        0   {Grü}
       2        0   {Hal}
       2        0   {I, }
       2        0   {I/4}
       2        0   {II/}
       2        0   {Jah}
       2        0   {K.)}
       2        0   {Kal}
       2        0   {Kap}
       2        0   {Kar}
       2        0   {Klu}
       2        0   {Kur}
       2        0   {Lev}
       2        0   {Lie}
       2        0   {Lin}
       2        0   {Löh}
       2        0   {M)<\n>}
       2        0   {M-N}
       2        0   {Meh}
       2        0   {Nen}
       2        0   {Okt}
       2        0   {Ord}
       2        0   {Rei}
       2        0   {Rho}
       2        0   {Sch}
       2        0   {Sit}
       2        0   {Ste}
       2        0   {Str}
       2        0   {Stü}
       2        0   {Säm}
       2        0   {Tät}
       2        0   {Uml}
       2        0   {Ums}
       2        0   {Unt}
       2        0   {V. }
       2        0   {V.:}
       2        0   {V.v}
       2        0   {Ver}
       2        0   {Wer}
       2        0   {Wil}
       2        0   {Wol}
       2        0   {Zah}
       2        0   {Zur}
       2        0   {a H}
       2        0   {a) }
       2        0   {abs}
       2        0   {ahl}
       2        0   {al:}
       2        0   {ale}
       2        0   {alh}
       2        0   {all}
       2        0   {ami}
       2        0   {amt}
       2        0   {and}
       2        0   {ant}
       2        0   {anz}
       2        0   {ar.}
       2        0   {ari}
       2        0   {arl}
       2        0   {arm}
       2        0   {art}
       2        0   {aru}
       2        0   {arx}
       2        0   {ass}
       2        0   {at:}
       2        0   {auc}
       2        0   {avo}
       2        0   {aße}
       2        0   {ban}
       2        0   {bar}
       2        0   {bei}
       2        0   {bie}
       2        0   {bis}
       2        0   {bra}
       2        0   {bsc}
       2        0   {bse}
       2        0   {bun}
       2        0   {ch.}
       2        0   {chl}
       2        0   {chr}
       2        0   {chs}
       2        0   {cke}
       2        0   {ckt}
       2        0   {d G}
       2        0   {d M}
       2        0   {d V}
       2        0   {d W}
       2        0   {d l}
       2        0   {d o}
       2        0   {d.H}
       2        0   {d:<\n>}
       2        0   {dar}
       2        0   {dav}
       2        0   {de,}
       2        0   {dnu}
       2        0   {dun}
       2        0   {e<\n>ü}
       2        0   {e 0}
       2        0   {e 6}
       2        0   {e 8}
       2        0   {e B}
       2        0   {e G}
       2        0   {e I}
       2        0   {e S}
       2        0   {e a}
       2        0   {e s}
       2        0   {e u}
       2        0   {e-<\n>}
       2        0   {e-L}
       2        0   {ebi}
       2        0   {eck}
       2        0   {ed }
       2        0   {ehm}
       2        0   {ehr}
       2        0   {ehä}
       2        0   {eib}
       2        0   {eig}
       2        0   {eke}
       2        0   {el)}
       2        0   {el-}
       2        0   {elu}
       2        0   {emd}
       2        0   {ene}
       2        0   {eng}
       2        0   {eni}
       2        0   {er-}
       2        0   {er.}
       2        0   {er:}
       2        0   {era}
       2        0   {erf}
       2        0   {erg}
       2        0   {erj}
       2        0   {erl}
       2        0   {erv}
       2        0   {et:}
       2        0   {ete}
       2        0   {etr}
       2        0   {etz}
       2        0   {eue}
       2        0   {eug}
       2        0   {eva}
       2        0   {f (}
       2        0   {f S}
       2        0   {f d}
       2        0   {f u}
       2        0   {f: }
       2        0   {ff,}
       2        0   {for}
       2        0   {fri}
       2        0   {fsi}
       2        0   {ft<\n>}
       2        0   {fve}
       2        0   {für}
       2        0   {g 1}
       2        0   {g u}
       2        0   {g,<\n>}
       2        0   {g:<\n>}
       2        0   {g: }
       2        0   {ge }
       2        0   {ge,}
       2        0   {ge:}
       2        0   {geb}
       2        0   {ger}
       2        0   {ges}
       2        0   {gev}
       2        0   {gho}
       2        0   {gke}
       2        0   {gsn}
       2        0   {gt:}
       2        0   {gär}
       2        0   {h V}
       2        0   {h.N}
       2        0   {hei}
       2        0   {her}
       2        0   {hls}
       2        0   {hlu}
       2        0   {hm,}
       2        0   {hme}
       2        0   {hne}
       2        0   {hni}
       2        0   {hnu}
       2        0   {hod}
       2        0   {hof}
       2        0   {hr }
       2        0   {hr.}
       2        0   {hr:}
       2        0   {hrh}
       2        0   {hsc}
       2        0   {ht }
       2        0   {hte}
       2        0   {hts}
       2        0   {häl}
       2        0   {i.d}
       2        0   {ia }
       2        0   {ibu}
       2        0   {ide}
       2        0   {ied}
       2        0   {ier}
       2        0   {iet}
       2        0   {igk}
       2        0   {ila}
       2        0   {ili}
       2        0   {ill}
       2        0   {imo}
       2        0   {ind}
       2        0   {ing}
       2        0   {ini}
       2        0   {ion}
       2        0   {is }
       2        0   {is.}
       2        0   {it)}
       2        0   {itn}
       2        0   {its}
       2        0   {itz}
       2        0   {iv.}
       2        0   {ivi}
       2        0   {iz:}
       2        0   {jur}
       2        0   {k-B}
       2        0   {k. }
       2        0   {kas}
       2        0   {ke,}
       2        0   {kei}
       2        0   {kel}
       2        0   {kte}
       2        0   {kur}
       2        0   {kve}
       2        0   {l 3}
       2        0   {l 6}
       2        0   {l M}
       2        0   {l R}
       2        0   {l) }
       2        0   {l.)}
       2        0   {l: }
       2        0   {lan}
       2        0   {las}
       2        0   {lau}
       2        0   {lbe}
       2        0   {ld }
       2        0   {ler}
       2        0   {lfr}
       2        0   {lhe}
       2        0   {ll }
       2        0   {llu}
       2        0   {llv}
       2        0   {lst}
       2        0   {lti}
       2        0   {lug}
       2        0   {lus}
       2        0   {luß}
       2        0   {lv.}
       2        0   {m 1}
       2        0   {m D}
       2        0   {m, }
       2        0   {m. }
       2        0   {mdk}
       2        0   {me.}
       2        0   {mil}
       2        0   {mit}
       2        0   {mla}
       2        0   {mmr}
       2        0   {mo }
       2        0   {mre}
       2        0   {mst}
       2        0   {n<\n>3}
       2        0   {n<\n>L}
       2        0   {n 2}
       2        0   {n 3}
       2        0   {n a}
       2        0   {n e}
       2        0   {n i}
       2        0   {n n}
       2        0   {n s}
       2        0   {n- }
       2        0   {n: }
       2        0   {nac}
       2        0   {nd:}
       2        0   {ndk}
       2        0   {ndu}
       2        0   {ne<\n>}
       2        0   {ne }
       2        0   {neh}
       2        0   {nek}
       2        0   {ng,}
       2        0   {ngh}
       2        0   {ngs}
       2        0   {nie}
       2        0   {nin}
       2        0   {nit}
       2        0   {nk-}
       2        0   {nka}
       2        0   {nku}
       2        0   {nkv}
       2        0   {nla}
       2        0   {nn }
       2        0   {nn-}
       2        0   {nno}
       2        0   {nnw}
       2        0   {nol}
       2        0   {nom}
       2        0   {not}
       2        0   {nr.}
       2        0   {nru}
       2        0   {nwe}
       2        0   {nze}
       2        0   {när}
       2        0   {o 1}
       2        0   {obe}
       2        0   {ode}
       2        0   {off}
       2        0   {ol-}
       2        0   {old}
       2        0   {olf}
       2        0   {om }
       2        0   {om.}
       2        0   {omm}
       2        0   {on }
       2        0   {onä}
       2        0   {ord}
       2        0   {orr}
       2        0   {ort}
       2        0   {oti}
       2        0   {ott}
       2        0   {oßa}
       2        0   {oßs}
       2        0   {r<\n>S}
       2        0   {r<\n>V}
       2        0   {r D}
       2        0   {r G}
       2        0   {r R}
       2        0   {r- }
       2        0   {r.d}
       2        0   {r.j}
       2        0   {r:K}
       2        0   {rab}
       2        0   {rac}
       2        0   {rat}
       2        0   {raß}
       2        0   {rba}
       2        0   {rbe}
       2        0   {rbr}
       2        0   {rdn}
       2        0   {rdu}
       2        0   {re,}
       2        0   {rem}
       2        0   {res}
       2        0   {ret}
       2        0   {rev}
       2        0   {rf,}
       2        0   {rfo}
       2        0   {rgä}
       2        0   {rhe}
       2        0   {ria}
       2        0   {rie}
       2        0   {rig}
       2        0   {rja}
       2        0   {rl }
       2        0   {rlu}
       2        0   {rma}
       2        0   {rmi}
       2        0   {rn }
       2        0   {rne}
       2        0   {rno}
       2        0   {rnr}
       2        0   {roß}
       2        0   {rrä}
       2        0   {rs }
       2        0   {rs,}
       2        0   {rt }
       2        0   {rt.}
       2        0   {rti}
       2        0   {rud}
       2        0   {ruf}
       2        0   {rve}
       2        0   {rx,}
       2        0   {rzb}
       2        0   {rze}
       2        0   {rät}
       2        0   {rün}
       2        0   {s 1}
       2        0   {s G}
       2        0   {s L}
       2        0   {s f}
       2        0   {s w}
       2        0   {s, }
       2        0   {s.<\n>}
       2        0   {se,}
       2        0   {se:}
       2        0   {sen}
       2        0   {ser}
       2        0   {set}
       2        0   {sge}
       2        0   {sin}
       2        0   {ska}
       2        0   {sla}
       2        0   {snr}
       2        0   {sra}
       2        0   {sst}
       2        0   {st-}
       2        0   {sta}
       2        0   {sto}
       2        0   {str}
       2        0   {t K}
       2        0   {t d}
       2        0   {t).}
       2        0   {t-<\n>}
       2        0   {t.<\n>}
       2        0   {t.-}
       2        0   {tan}
       2        0   {te-}
       2        0   {te.}
       2        0   {tei}
       2        0   {teu}
       2        0   {tfr}
       2        0   {tig}
       2        0   {tin}
       2        0   {tio}
       2        0   {tiz}
       2        0   {tl.}
       2        0   {tla}
       2        0   {tne}
       2        0   {toß}
       2        0   {tru}
       2        0   {tsg}
       2        0   {tsk}
       2        0   {tsl}
       2        0   {tsr}
       2        0   {tte}
       2        0   {ttf}
       2        0   {ttl}
       2        0   {tz:}
       2        0   {tzu}
       2        0   {tüc}
       2        0   {u G}
       2        0   {u M}
       2        0   {uch}
       2        0   {ud }
       2        0   {uer}
       2        0   {uf:}
       2        0   {ufs}
       2        0   {ufv}
       2        0   {uge}
       2        0   {ugt}
       2        0   {ult}
       2        0   {um }
       2        0   {unt}
       2        0   {ur }
       2        0   {ur.}
       2        0   {uss}
       2        0   {ust}
       2        0   {uß }
       2        0   {v. }
       2        0   {v.1}
       2        0   {v.S}
       2        0   {van}
       2        0   {ven}
       2        0   {vid}
       2        0   {vom}
       2        0   {von}
       2        0   {x, }
       2        0   {zba}
       2        0   {zen}
       2        0   {zeu}
       2        0   {zun}
       2        0   {ß v}
       2        0   {ßak}
       2        0   {ße }
       2        0   {ßst}
       2        0   {ält}
       2        0   {ämt}
       2        0   {är:}
       2        0   {äri}
       2        0   {äte}
       2        0   {äti}
       2        0   {öhm}
       2        0   {öhn}
       2        0   {örs}
       2        0   {übe}
       2        0   {ück}
       2        0   {ünd}
       2        0   {ür }
       1        0   { +)}
       1        0   { 0 }
       1        0   { 0%}
       1        0   { 12}
       1        0   { 6%}
       1        0   { 7 }
       1        0   { 71}
       1        0   { no}
       1        0   {%<\n>+}
       1        0   {% +}
       1        0   {)<\n>+}
       1        0   {+)<\n>}
       1        0   {. A}
       1        0   {0 D}
       1        0   {0%<\n>}
       1        0   {00D}
       1        0   {0DM}
       1        0   {2 %}
       1        0   {2%<\n>}
       1        0   {52%}
       1        0   {6%<\n>}
       1        0   {7 1}
       1        0   {712}
       1        0   {Je }
       1        0   {Jen}
       1        0   {d. }
       1        0   {e n}
       1        0   {eDM}
       1        0   {eno}
       1        0   {in1}
       1        0   {jeD}
       1        0   {n10}
       1        0   {uje}
       1        0   {zuj}
    4084        0   Total
